2020-05-17 23:06:59.889 [info]: ;id;AGI;AGIplus;Art;Attachmentanimprops;Awakentip;Buttonpos_1;Buttonpos_2;Farea1;Farea2;HP;Harea1;Harea2;Hfact1;Hfact2;Hotkey;INT;INTplus;LoopingSoundFadeIn;LoopingSoundFadeOut;MissileHoming_1;MissileHoming_2;Missilearc_1;Missilearc_2;Missileart_1;Missilespeed_1;Missilespeed_2;Name;Primary;Propernames;Qarea1;Qarea2;Qfact1;Qfact2;Requirescount;Revive;Revivetip;RngBuff1;RngBuff2;STR;STRplus;ScoreScreenIcon;Specialart;abilList;acquire;armor;atkType1;atkType2;auto;backSw1;backSw2;bldtm;blend;blue;bountydice;bountyplus;bountysides;buffRadius;buffType;buildingShadow;campaign;canBuildOn;canFlee;canSleep;cargoSize;castbsw;castpt;collision;cool1;cool2;customTeamColor;damageLoss1;damageLoss2;death;deathType;def;defType;defUp;dice1;dice2;dmgUp1;dmgUp2;dmgplus1;dmgplus2;dmgpt1;dmgpt2;dropItems;elevPts;elevRad;fatLOS;file;fileVerFlags;fmade;fogRad;formation;fused;goldRep;goldcost;green;heroAbilList;hideHeroBar;hideHeroDeathMsg;hideHeroMinimap;hideOnMinimap;hostilePal;impactSwimZ;impactZ;inEditor;isBuildOn;isbldg;launchSwimZ;launchX;launchY;launchZ;level;lumberRep;lumberbountydice;lumberbountyplus;lumberbountysides;lumbercost;mana0;manaN;maxPitch;maxRoll;maxSpd;minRange;minSpd;modelScale;moveFloor;moveHeight;movetp;nameCount;nbmmIcon;nbrandom;nsight;occH;orientInterp;pathTex;points;preventPlace;prio;propWin;race;rangeN1;rangeN2;red;regenHP;regenMana;regenType;reptm;repulse;repulseGroup;repulseParam;repulsePrio;requirePlace;requireWaterRadius;run;scale;scaleBull;selCircOnWater;selZ;shadowH;shadowOnWater;shadowW;shadowX;shadowY;showUI1;showUI2;sides1;sides2;sight;spd;special;spillDist1;spillDist2;spillRadius1;spillRadius2;splashTargs1;splashTargs2;stockMax;stockRegen;stockStart;targCount1;targCount2;targType;targs1;targs2;teamColor;tilesetSpecific;tilesets;turnRate;type;uberSplat;unitShadow;unitSound;upgrades;useClickHelper;walk;weapTp1;weapTp2;weapType1;weapType2;weapsOn;DependencyOr;Requires1;Requires2;Tip;Ubertip;Attachmentlinkprops;Boneprops;EditorSuffix;animProps;MovementSoundLabel;Requires;BuildingSoundLabel;Researches;Trains;Targetart;Missileart_2;Casterupgradeart;Casterupgradename;Casterupgradetip;Makeitems;Description;Upgrade;Builds;Sellunits;Sellitems;RandomSoundLabel;_tp
2020-05-17 23:06:59.901 [info]: ;e000;0;0;ReplaceableTextures\CommandButtons\BTNHuntress.blp;medium;null;1;0;400;0;1400;0;0;0;0;H;0;0;0;0;0;0;0.1;0;Abilities\Weapons\SentinelMissile\SentinelMissile.mdl;900;0;Robert De Niro;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\NightElf\NightElfLargeDeathExplode\NightElfLargeDeathExplode.mdl;Aesn,Amgl,Aien,Ault;500;Flesh;normal;normal;null;0.54;0;30;0.15;255;7;25;3;0;null;null;0;0;1;0;1;0.4;0.6;10;1.8;0;0;0.5;0;3;3;7;medium;2;1;0;0;0;999;0;0.46;0;1;0;30;0;units\creeps\OrcWarlock\OrcWarlock.mdl;0;0;0;0;3;195;195;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;3;20;0;0;0;20;0;0;45;10;0;0;0;1;0;0;foot;0;0;0;800;0;4;null;100;null;3;60;nightelf;225;0;255;0.5;0;night;30;0;0;0;0;null;0;240;1.5;1;0;0;190;1;190;75;75;1;1;1;0;1400;350;0;0;0;0;0;ground,structure,debris,enemy;null;3;30;0;2;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Huntress;Resm,Rema,Resc,Reuv,Remg,Repm;0;240;mbounce;null;MetalMediumSlice;null;1;null;null;null;训练女猎手(|cffffcc00H|r);灵活的远程攻击单位，能学习到哨兵和月刃技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;edob;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.911 [info]: ;e001;0;0;ReplaceableTextures\CommandButtons\BTNHuntress.blp;medium;null;1;0;400;0;1700;0;0;0;0;H;0;0;0;0;0;0;0.1;0;Abilities\Weapons\SentinelMissile\SentinelMissile.mdl;900;0;Matt Damon;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\NightElf\NightElfLargeDeathExplode\NightElfLargeDeathExplode.mdl;Aesn,Amgl,Aien,Ault;500;Flesh;normal;normal;null;0.54;0;30;0.15;255;7;25;3;0;null;null;0;0;1;0;1;0.4;0.6;10;1.8;0;0;0.5;0;3;3;5;large;2;1;0;0;0;999;0;0.46;0;1;0;30;0;units\other\DalaranMutant\DalaranMutant.mdl;0;0;0;0;3;195;195;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;3;20;0;0;0;20;0;0;45;10;0;0;0;1;0;0;foot;0;0;0;800;0;4;null;100;null;3;60;nightelf;225;0;255;0.5;0;night;30;0;0;0;0;null;0;240;1.5;1;0;0;190;1;190;75;75;1;1;1;0;1400;350;0;0;0;0;0;ground,structure,debris,enemy;null;3;30;0;2;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Huntress;Resm,Rema,Resc,Reuv,Remg,Repm;0;240;mbounce;null;MetalMediumSlice;null;1;null;null;null;训练女猎手(|cffffcc00H|r);灵活的远程攻击单位，能学习到哨兵和月刃技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;edob;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.921 [info]: ;e002;0;0;ReplaceableTextures\CommandButtons\BTNHuntress.blp;medium;null;1;0;400;0;2000;0;0;0;0;H;0;0;0;0;0;0;0.1;0;Abilities\Weapons\SentinelMissile\SentinelMissile.mdl;900;0;Johnny Depp;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\NightElf\NightElfLargeDeathExplode\NightElfLargeDeathExplode.mdl;Aesn,Amgl,Aien,Ault;500;Flesh;normal;normal;null;0.54;0;30;0.15;255;7;25;3;0;null;null;0;0;1;0;1;0.4;0.6;10;1.8;0;0;0.5;0;3;3;6;fort;2;1;0;0;0;999;0;0.46;0;1;0;30;0;units\creeps\HighElfArcher\HighElfArcher.mdl;0;0;0;0;3;195;195;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;3;20;0;0;0;20;0;0;45;10;0;0;0;1;0;0;foot;0;0;0;800;0;4;null;100;null;3;60;nightelf;225;0;255;0.5;0;night;30;0;0;0;0;null;0;240;1.5;1;0;0;190;1;190;75;75;1;1;1;0;1400;350;0;0;0;0;0;ground,structure,debris,enemy;null;3;30;0;2;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Huntress;Resm,Rema,Resc,Reuv,Remg,Repm;0;240;mbounce;null;MetalMediumSlice;null;1;null;null;null;训练女猎手(|cffffcc00H|r);灵活的远程攻击单位，能学习到哨兵和月刃技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;edob;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.930 [info]: ;e003;0;0;ReplaceableTextures\CommandButtons\BTNHuntress.blp;medium;null;1;0;400;0;2500;0;0;0;0;H;0;0;0;0;0;0;0.1;0;Abilities\Weapons\SentinelMissile\SentinelMissile.mdl;900;0;John Travolta;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\NightElf\NightElfLargeDeathExplode\NightElfLargeDeathExplode.mdl;Aesn,Amgl,Aien,Ault;500;Flesh;normal;normal;null;0.54;0;30;0.15;255;7;25;3;0;null;null;0;0;1;0;1;0.4;0.6;10;1.8;0;0;0.5;0;3;3;5;normal;2;1;0;0;0;999;0;0.46;0;1;0;30;0;units\human\Knight\Knight.mdl;0;0;0;0;3;195;195;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;3;20;0;0;0;20;0;0;45;10;0;0;0;1;0;0;foot;0;0;0;800;0;4;null;100;null;3;60;nightelf;225;0;255;0.5;0;night;30;0;0;0;0;null;0;240;1.5;1;0;0;190;1;190;75;75;1;1;1;0;1400;350;0;0;0;0;0;ground,structure,debris,enemy;null;3;30;0;2;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Huntress;Resm,Rema,Resc,Reuv,Remg,Repm;0;240;mbounce;null;MetalMediumSlice;null;1;null;null;null;训练女猎手(|cffffcc00H|r);灵活的远程攻击单位，能学习到哨兵和月刃技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;edob;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.940 [info]: ;e004;0;0;ReplaceableTextures\CommandButtons\BTNHuntress.blp;medium;null;1;0;400;0;35000;0;0;0;0;H;0;0;0;0;0;0;0.1;0;Abilities\Weapons\SentinelMissile\SentinelMissile.mdl;900;0;Tom Cruise;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\NightElf\NightElfLargeDeathExplode\NightElfLargeDeathExplode.mdl;Aesn,Amgl,Aien,Ault;500;Flesh;normal;normal;null;0.54;0;30;0.15;255;7;25;3;0;null;null;0;0;1;0;1;0.4;0.6;10;1.8;0;0;0.5;0;3;3;5;hero;2;1;0;0;0;999;0;0.46;0;1;0;30;0;units\other\Proudmoore\Proudmoore.mdl;0;0;0;0;3;195;195;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;3;20;0;0;0;20;0;0;45;10;0;0;0;2.5;0;0;foot;0;0;0;800;0;4;null;100;null;3;60;nightelf;225;0;255;0.5;0;night;30;0;0;0;0;null;0;240;1.5;1;0;0;190;1;190;75;75;1;1;1;0;1400;350;0;0;0;0;0;ground,structure,debris,enemy;null;3;30;0;2;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Huntress;Resm,Rema,Resc,Reuv,Remg,Repm;0;240;mbounce;null;MetalMediumSlice;null;1;null;null;null;训练女猎手(|cffffcc00H|r);灵活的远程攻击单位，能学习到哨兵和月刃技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;edob;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.949 [info]: ;h000;0;0;ReplaceableTextures\CommandButtons\BTNTownHall.blp;large;null;0;0;0;0;1500;0;0;0;0;H;0;0;512;512;0;0;0.15;0;Abilities\Weapons\GuardTowerMissile\GuardTowerMissile.mdl;1800;0;Movie Selector;null;null;0;0;0;0;0;0;null;0;0;0;0;null;Objects\Spawnmodels\Human\HCancelDeath\HCancelDeath.mdl;Avul;0;Wood;normal;normal;null;0;0;180;0.15;255;0;0;0;8;townhall;ShadowTownhall;0;0;1;0;0;0.51;0;176;0;0;0;0;0;3.17;2;5;fort;1;0;0;0;0;0;0;0;0;1;4;50;0;buildings\human\TownHall\TownHall;0;2;0;0;0;385;385;255;null;0;0;0;0;0;0;160;1;0;1;0;0;0;60;0;205;0;0;0;205;0;0;0;0;0;0;0;1;0;0;null;0;0;0;600;0;0;PathTextures\16x16Simple.tga;100;unwalkable;6;60;human;0;0;255;0;0;none;180;0;0;0;0;null;0;200;6.3;1;0;0;0;1;0;0;0;1;1;0;0;900;0;0;0;0;0;0;null;null;0;0;0;0;1;structure;null;null;-1;1;*;0;TownHall,Mechanical;HTOW;null;TownHall;null;0;200;null;null;null;null;0;null;null;null;建造城镇大厅(|cffffcc00H|r);基本建筑物，用来训练农民和存贮搜集到的资源，在升级到了主城和城堡之后能让玩家建造许多新的建筑物和单位。;null;null;null;null;null;null;BuildingConstructionLoop;null;u005,u004,u003,u000,u001,u002;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.959 [info]: ;h001;0;0;ReplaceableTextures\CommandButtons\BTNFootman.blp;null;null;0;0;0;0;20;0;0;0;0;F;0;0;0;0;0;0;0;0;null;1500;1500;Carrot Top;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\Human\HumanLargeDeathExplode\HumanLargeDeathExplode.mdl;Adef,Aihn;500;Metal;normal;normal;null;0.5;0;20;0.15;255;6;20;3;0;null;null;0;0;1;0;1;0.51;0.3;10;1.35;0;0;0;0;3.04;3;1;normal;2;1;0;0;0;999;0;0.5;0;1;0;20;0;units\human\Sorceress\Sorceress_V1.mdl;0;0;0;0;2;135;135;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;2;0;0;0;0;0;0;0;10;10;0;0;0;1;0;0;foot;0;0;0;800;0;0;null;100;null;6;60;human;90;0;255;0.25;0;always;20;0;0;0;0;null;0;210;1;1;0;0;140;1;140;50;50;1;1;1;0;1400;270;0;0;0;0;0;null;null;3;30;0;1;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Footman;Rhar,Rhme,Rhde,Rhpm,Rguv;0;210;normal;null;MetalMediumSlice;null;1;null;null;null;生产步兵(|cffffcc00F|r);步兵能学习到防御模式技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.967 [info]: ;h002;0;0;ReplaceableTextures\CommandButtons\BTNFootman.blp;null;null;0;0;0;0;45;0;0;0;0;F;0;0;0;0;0;0;0;0;null;1500;1500;Keanu Reeves;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\Human\HumanLargeDeathExplode\HumanLargeDeathExplode.mdl;Adef,Aihn;500;Metal;normal;normal;null;0.5;0;20;0.15;255;6;20;3;0;null;null;0;0;1;0;1;0.51;0.3;10;1.35;0;0;0;0;3.04;3;2;small;2;1;0;0;0;999;0;0.5;0;1;0;20;0;units\nightelf\HeroDemonHunter\HeroDemonHunter.mdl;0;0;0;0;2;135;135;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;2;0;0;0;0;0;0;0;10;10;0;0;0;1;0;0;foot;0;0;0;800;0;0;null;100;null;6;60;human;90;0;255;0.25;0;always;20;0;0;0;0;null;0;210;1;1;0;0;140;1;140;50;50;1;1;1;0;1400;270;0;0;0;0;0;null;null;3;30;0;1;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Footman;Rhar,Rhme,Rhde,Rhpm,Rguv;0;210;normal;null;MetalMediumSlice;null;1;null;null;null;生产步兵(|cffffcc00F|r);步兵能学习到防御模式技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.976 [info]: ;h003;0;0;ReplaceableTextures\CommandButtons\BTNFootman.blp;null;null;0;0;0;0;95;0;0;0;0;F;0;0;0;0;0;0;0;0;null;1500;1500;William Shatner;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\Human\HumanLargeDeathExplode\HumanLargeDeathExplode.mdl;Adef,Aihn;500;Metal;normal;normal;null;0.5;0;20;0.15;255;6;20;3;0;null;null;0;0;1;0;1;0.51;0.3;10;1.35;0;0;0;0;3.04;3;3;medium;2;1;0;0;0;999;0;0.5;0;1;0;20;0;units\creeps\OgreOneHeaded\OgreOneHeaded.mdl;0;0;0;0;2;135;135;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;2;0;0;0;0;0;0;0;10;10;0;0;0;1;0;0;foot;0;0;0;800;0;0;null;100;null;6;60;human;90;0;255;0.25;0;always;20;0;0;0;0;null;0;210;1;1;0;0;140;1;140;50;50;1;1;1;0;1400;270;0;0;0;0;0;null;null;3;30;0;1;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Footman;Rhar,Rhme,Rhde,Rhpm,Rguv;0;210;normal;null;MetalMediumSlice;null;1;null;null;null;生产步兵(|cffffcc00F|r);步兵能学习到防御模式技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
2020-05-17 23:06:59.985 [info]: ;h004;0;0;ReplaceableTextures\CommandButtons\BTNFootman.blp;null;null;0;0;0;0;125;0;0;0;0;F;0;0;0;0;0;0;0;0;null;1500;1500;Leonardo Dicaprio;null;null;0;0;0;0;0;0;null;250;0;0;0;null;Objects\Spawnmodels\Human\HumanLargeDeathExplode\HumanLargeDeathExplode.mdl;Adef,Aihn;500;Metal;normal;normal;null;0.5;0;20;0.15;255;6;20;3;0;null;null;0;0;1;0;1;0.51;0.3;10;1.35;0;0;0;0;3.04;3;4;large;2;1;0;0;0;999;0;0.5;0;1;0;20;0;units\critters\HighElfPeasant\HighElfPeasant.mdl;0;0;0;0;2;135;135;255;null;0;0;0;0;0;0;60;1;0;0;0;0;0;60;2;0;0;0;0;0;0;0;10;10;0;0;0;1;0;0;foot;0;0;0;800;0;0;null;100;null;6;60;human;90;0;255;0.25;0;always;20;0;0;0;0;null;0;210;1;1;0;0;140;1;140;50;50;1;1;1;0;1400;270;0;0;0;0;0;null;null;3;30;0;1;1;ground;ground,structure,debris,item,ward;null;-1;0;*;0.6;null;null;Shadow;Footman;Rhar,Rhme,Rhde,Rhpm,Rguv;0;210;normal;null;MetalMediumSlice;null;1;null;null;null;生产步兵(|cffffcc00F|r);步兵能学习到防御模式技能。|n|n|cffffcc00能攻击地面单位。|r;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;unit
